IMEI,Time-UTC,Date,Lat,Lon,Alt-m,Alt-ft,V_Vel-m/s,V_Vel-ft/s
300234060252680,05:25:16 PM,2018-11-12,46.1304333,-109.3869833,24677,80961,4,12
300234060252680,05:25:10 PM,2018-11-12,46.1311833,-109.3881333,24654,80886,4,12
300234060252680,05:24:58 PM,2018-11-12,46.1327,-109.3903333,24611,80745,3,10
300234060252680,05:24:39 PM,2018-11-12,46.13515,-109.3937167,24541,80515,4,13
300234060252680,05:24:28 PM,2018-11-12,46.1366833,-109.3953667,24500,80381,4,13
300234060252680,05:24:01 PM,2018-11-12,46.1401167,-109.3992333,24385,80003,5,17
300234060252680,05:23:53 PM,2018-11-12,46.14095,-109.4003,24347,79879,5,15
300234060252680,05:23:43 PM,2018-11-12,46.1420333,-109.40165,24299,79721,5,16
300234060252680,05:23:32 PM,2018-11-12,46.1430333,-109.4030167,24240,79528,6,19
300234060252680,05:22:27 PM,2018-11-12,46.1475167,-109.41035,23905,78428,4,14
300234060252680,05:22:19 PM,2018-11-12,46.1480833,-109.4109167,23866,78301,5,16
300234060252680,05:22:11 PM,2018-11-12,46.1486833,-109.41155,23827,78173,5,17
300234060252680,05:22:02 PM,2018-11-12,46.1493667,-109.4123,23784,78031,5,15
300234060252680,05:21:42 PM,2018-11-12,46.1508833,-109.41395,23685,77707,5,17
300234060252680,05:21:30 PM,2018-11-12,46.1514167,-109.4149,23625,77510,5,17
300234060252680,05:21:23 PM,2018-11-12,46.15185,-109.4154167,23589,77392,5,16
300234060252680,05:20:52 PM,2018-11-12,46.1530333,-109.4184667,23442,76909,5,16
300234060252680,05:20:43 PM,2018-11-12,46.1534667,-109.4193833,23401,76775,5,16
300234060252680,05:20:33 PM,2018-11-12,46.1537167,-109.4203667,23355,76624,5,18
300234060252680,05:20:20 PM,2018-11-12,46.1541,-109.4216,23295,76427,5,16
300234060252680,05:19:44 PM,2018-11-12,46.1547833,-109.425,23106,75807,5,16
300234060252680,05:19:30 PM,2018-11-12,46.1551833,-109.4265167,23031,75561,4,12
300234060252680,05:18:15 PM,2018-11-12,46.1573333,-109.4359167,22689,74439,4,15
300234060252680,05:18:07 PM,2018-11-12,46.1575667,-109.4371,22653,74321,5,16
300234060252680,05:17:56 PM,2018-11-12,46.1579833,-109.4388667,22603,74157,4,14
300234060252680,05:17:44 PM,2018-11-12,46.1581667,-109.4405,22551,73986,4,13
300234060252680,05:17:34 PM,2018-11-12,46.1583167,-109.442,22506,73839,4,12
300234060252680,05:16:58 PM,2018-11-12,46.15935,-109.4475833,22349,73323,4,14
300234060252680,05:16:50 PM,2018-11-12,46.1596833,-109.4488,22314,73209,4,14
300234060252680,05:16:40 PM,2018-11-12,46.1601333,-109.4503,22270,73064,5,15
300234060252680,05:16:31 PM,2018-11-12,46.1607167,-109.4518,22234,72946,4,15
300234060252680,05:16:20 PM,2018-11-12,46.1612833,-109.4534,22187,72792,4,15
300234060252680,05:16:12 PM,2018-11-12,46.1618833,-109.45465,22152,72677,5,17
300234060252680,05:16:03 PM,2018-11-12,46.16255,-109.4559333,22112,72546,4,13
300234060252680,05:15:56 PM,2018-11-12,46.16315,-109.4570167,22081,72444,4,14
300234060252680,05:15:48 PM,2018-11-12,46.1638167,-109.4582833,22046,72329,4,13
300234060252680,05:15:38 PM,2018-11-12,46.1647333,-109.4599667,22003,72188,4,14
300234060252680,05:15:29 PM,2018-11-12,46.1656,-109.46165,21967,72070,4,14
300234060252680,05:15:19 PM,2018-11-12,46.1664667,-109.4635,21924,71929,4,13
300234060252680,05:15:07 PM,2018-11-12,46.1677,-109.4659333,21873,71762,5,17
300234060252680,05:14:47 PM,2018-11-12,46.1698,-109.4703,21774,71437,6,18
300234060252680,05:14:40 PM,2018-11-12,46.1704833,-109.4717667,21739,71322,5,15
300234060252680,05:14:30 PM,2018-11-12,46.17125,-109.4737333,21697,71184,4,14
300234060252680,05:14:21 PM,2018-11-12,46.1718667,-109.4754,21663,71073,4,13
300234060252680,05:14:07 PM,2018-11-12,46.17285,-109.4781,21605,70883,4,13
300234060252680,05:13:57 PM,2018-11-12,46.17345,-109.4798167,21561,70738,5,16
300234060252680,05:13:47 PM,2018-11-12,46.1742167,-109.4816833,21516,70591,5,16
300234060252680,05:13:35 PM,2018-11-12,46.17535,-109.4835667,21463,70417,4,14
300234060252680,05:13:23 PM,2018-11-12,46.17665,-109.4856,21418,70269,4,12
300234060252680,05:13:15 PM,2018-11-12,46.17765,-109.48705,21387,70167,4,12
300234060252680,05:13:06 PM,2018-11-12,46.1786833,-109.4884333,21353,70056,4,13
300234060252680,05:12:57 PM,2018-11-12,46.1798,-109.4899,21320,69948,4,13
300234060252680,05:12:49 PM,2018-11-12,46.18065,-109.491,21290,69849,4,12
300234060252680,05:12:39 PM,2018-11-12,46.1819333,-109.4926,21254,69731,3,10
300234060252680,05:12:31 PM,2018-11-12,46.1829167,-109.49375,21227,69642,4,12
300234060252680,05:12:22 PM,2018-11-12,46.1840167,-109.4952,21196,69541,4,12
300234060252680,05:12:14 PM,2018-11-12,46.1849167,-109.4962167,21167,69446,4,12
300234060252680,05:12:04 PM,2018-11-12,46.1860167,-109.4975833,21130,69324,3,11
300234060252680,05:11:57 PM,2018-11-12,46.18685,-109.49865,21105,69242,4,13
300234060252680,05:11:47 PM,2018-11-12,46.1882,-109.5001167,21062,69101,5,16
300234060252680,05:11:37 PM,2018-11-12,46.18945,-109.5018167,21021,68967,4,12
300234060252680,05:11:27 PM,2018-11-12,46.1906667,-109.5033833,20981,68835,4,13
300234060252680,05:10:58 PM,2018-11-12,46.1940667,-109.5073833,20858,68432,4,15
300234060252680,05:10:47 PM,2018-11-12,46.1954167,-109.5085,20809,68271,4,14
300234060252680,05:10:36 PM,2018-11-12,46.1968167,-109.5094833,20758,68104,5,16
300234060252680,05:10:25 PM,2018-11-12,46.1981667,-109.51035,20707,67936,5,15
300234060252680,05:10:14 PM,2018-11-12,46.1996,-109.5111,20655,67766,5,16
300234060252680,05:09:40 PM,2018-11-12,46.20395,-109.5135333,20495,67241,5,16
300234060252680,05:09:29 PM,2018-11-12,46.2053667,-109.5145833,20447,67083,4,14
300234060252680,05:09:12 PM,2018-11-12,46.2075167,-109.5165,20366,66818,5,16
300234060252680,05:09:00 PM,2018-11-12,46.2089,-109.5180667,20301,66604,6,19
300234060252680,05:08:50 PM,2018-11-12,46.2100167,-109.51945,20237,66394,6,19
300234060252680,05:07:11 PM,2018-11-12,46.21655,-109.53235,19787,64918,6,20
300234060252680,05:07:01 PM,2018-11-12,46.217,-109.5334667,19728,64724,7,23
300234060252680,05:06:52 PM,2018-11-12,46.21755,-109.5342,19665,64518,5,17
300234060252680,05:06:41 PM,2018-11-12,46.2184167,-109.5347,19605,64321,4,12
300234060252680,05:06:30 PM,2018-11-12,46.2196,-109.5350167,19558,64167,4,14
300234060252680,05:06:20 PM,2018-11-12,46.2207667,-109.5351833,19514,64022,5,15
300234060252680,05:06:10 PM,2018-11-12,46.2220833,-109.5354667,19460,63845,6,20
300234060252680,05:05:59 PM,2018-11-12,46.2235833,-109.53595,19367,63540,8,27
300234060252680,05:04:48 PM,2018-11-12,46.2352167,-109.5414667,19029,62431,3,11
300234060252680,05:04:28 PM,2018-11-12,46.2383833,-109.54365,18946,62159,4,13
300234060252680,05:04:17 PM,2018-11-12,46.2401667,-109.5449167,18905,62024,4,14
300234060252680,05:04:07 PM,2018-11-12,46.2417333,-109.5460833,18857,61867,4,14
300234060252680,05:03:33 PM,2018-11-12,46.2468333,-109.5500333,18719,61414,4,13
300234060252680,05:02:57 PM,2018-11-12,46.2519333,-109.5538667,18554,60873,4,14
300234060252680,05:02:44 PM,2018-11-12,46.2537,-109.5552833,18499,60692,5,17
300234060252680,05:02:32 PM,2018-11-12,46.2553333,-109.5566,18446,60518,4,12
300234060252680,05:02:21 PM,2018-11-12,46.2568,-109.5579167,18400,60367,4,13
300234060252680,05:01:44 PM,2018-11-12,46.26195,-109.56175,18244,59856,4,12
300234060252680,05:01:32 PM,2018-11-12,46.2637,-109.5629,18194,59692,4,14
300234060252680,05:00:57 PM,2018-11-12,46.2687,-109.56635,18043,59196,3,9
300234060252680,05:00:45 PM,2018-11-12,46.27055,-109.5673333,17992,59029,4,12
300234060252680,05:00:34 PM,2018-11-12,46.2723833,-109.5682333,17947,58881,5,16
300234060252680,05:00:19 PM,2018-11-12,46.2749167,-109.5692667,17878,58655,4,13
300234060252680,05:00:09 PM,2018-11-12,46.2765667,-109.56995,17834,58511,4,14
300234060252680,04:59:33 PM,2018-11-12,46.2825,-109.5717,17682,58012,4,14
300234060252680,04:59:24 PM,2018-11-12,46.28405,-109.5722,17642,57881,4,12
300234060252680,04:59:16 PM,2018-11-12,46.2854333,-109.5725833,17606,57762,4,14
300234060252680,04:59:07 PM,2018-11-12,46.2871,-109.5731833,17567,57635,5,15
300234060252680,04:58:56 PM,2018-11-12,46.2891167,-109.5739,17516,57467,5,17
300234060252680,04:58:43 PM,2018-11-12,46.2914167,-109.5746167,17454,57264,6,19
300234060252680,04:58:31 PM,2018-11-12,46.2936,-109.5757167,17399,57083,4,15
300234060252680,04:58:21 PM,2018-11-12,46.2953333,-109.5766833,17350,56923,5,18
300234060252680,04:58:12 PM,2018-11-12,46.297,-109.5774333,17309,56788,5,16
300234060252680,04:58:01 PM,2018-11-12,46.29915,-109.5785333,17263,56637,5,16
300234060252680,04:57:51 PM,2018-11-12,46.3010667,-109.5797,17219,56493,4,13
300234060252680,04:57:41 PM,2018-11-12,46.30285,-109.5808667,17177,56355,5,15
300234060252680,04:57:30 PM,2018-11-12,46.3050667,-109.5822333,17132,56207,4,14
300234060252680,04:57:18 PM,2018-11-12,46.3073333,-109.5836833,17087,56060,4,13
300234060252680,04:56:50 PM,2018-11-12,46.3125833,-109.5868667,16980,55709,3,11
300234060252680,04:56:40 PM,2018-11-12,46.3145,-109.5878833,16943,55587,4,12
300234060252680,04:56:22 PM,2018-11-12,46.3177333,-109.5895833,16880,55381,3,10
300234060252680,04:56:13 PM,2018-11-12,46.31945,-109.59035,16851,55285,4,12
300234060252680,04:54:26 PM,2018-11-12,46.3408833,-109.6006333,16519,54196,4,12
300234060252680,04:54:15 PM,2018-11-12,46.3432167,-109.6016167,16478,54062,4,14
300234060252680,04:54:04 PM,2018-11-12,46.3456167,-109.6026833,16435,53921,5,16
300234060252680,04:53:56 PM,2018-11-12,46.3474,-109.6032667,16402,53812,4,13
300234060252680,04:53:45 PM,2018-11-12,46.35,-109.6041167,16358,53668,4,12
300234060252680,04:53:35 PM,2018-11-12,46.3524167,-109.6047833,16317,53533,5,16
300234060252680,04:53:25 PM,2018-11-12,46.35485,-109.6055667,16269,53376,4,15
300234060252680,04:53:14 PM,2018-11-12,46.3575833,-109.6065833,16226,53235,4,13
300234060252680,04:53:03 PM,2018-11-12,46.36035,-109.6075667,16181,53087,4,12
300234060252680,04:52:53 PM,2018-11-12,46.3628167,-109.6084,16140,52953,4,14
300234060252680,04:52:44 PM,2018-11-12,46.3649833,-109.6091833,16099,52818,4,14
300234060252680,04:52:37 PM,2018-11-12,46.3666667,-109.6098,16070,52723,4,15
300234060252680,04:52:27 PM,2018-11-12,46.3689333,-109.6106833,16020,52559,5,16
300234060252680,04:52:17 PM,2018-11-12,46.3712167,-109.6116333,15973,52405,4,13
300234060252680,04:52:06 PM,2018-11-12,46.3737333,-109.6125167,15927,52254,4,13
300234060252680,04:51:56 PM,2018-11-12,46.3758833,-109.6134667,15888,52126,4,13
300234060252680,04:51:41 PM,2018-11-12,46.37915,-109.61485,15829,51932,3,11
300234060252680,04:51:30 PM,2018-11-12,46.38135,-109.6159833,15787,51795,4,12
300234060252680,04:51:18 PM,2018-11-12,46.3836667,-109.6167833,15732,51614,5,15
300234060252680,04:51:07 PM,2018-11-12,46.3859667,-109.6176,15694,51490,4,12
300234060252680,04:50:31 PM,2018-11-12,46.39285,-109.6198,15546,51004,3,9
300234060252680,04:50:20 PM,2018-11-12,46.3951833,-109.6199,15478,50781,8,25
300234060252680,04:50:10 PM,2018-11-12,46.3975167,-109.6204167,15417,50581,4,12
300234060252680,04:49:59 PM,2018-11-12,46.4001833,-109.62105,15381,50463,4,12
300234060252680,04:49:40 PM,2018-11-12,46.4053167,-109.6221833,15319,50259,3,10
300234060252680,04:49:29 PM,2018-11-12,46.4082167,-109.62265,15288,50157,4,12
300234060252680,04:49:21 PM,2018-11-12,46.4102667,-109.6231,15262,50072,4,12
300234060252680,04:49:10 PM,2018-11-12,46.4133167,-109.6234333,15226,49954,3,9
300234060252680,04:48:59 PM,2018-11-12,46.41625,-109.6238333,15196,49856,3,9
300234060252680,04:48:48 PM,2018-11-12,46.4192833,-109.6242,15154,49718,4,12
300234060252680,04:48:37 PM,2018-11-12,46.42235,-109.6248,15110,49573,4,15
300234060252680,04:48:26 PM,2018-11-12,46.4253833,-109.6252333,15070,49442,4,13
300234060252680,04:48:19 PM,2018-11-12,46.4272667,-109.6254,15038,49337,4,15
300234060252680,04:48:09 PM,2018-11-12,46.43005,-109.6259,14999,49209,3,10
300234060252680,04:47:58 PM,2018-11-12,46.43315,-109.6264667,14950,49049,4,14
300234060252680,04:47:47 PM,2018-11-12,46.43615,-109.6272167,14900,48885,5,16
300234060252680,04:47:37 PM,2018-11-12,46.4388333,-109.6277667,14855,48737,4,14
300234060252680,04:47:26 PM,2018-11-12,46.4416167,-109.6284833,14806,48576,4,14
300234060252680,04:47:14 PM,2018-11-12,46.4448667,-109.6291833,14755,48409,4,14
300234060252680,04:47:06 PM,2018-11-12,46.4469833,-109.62975,14718,48287,4,13
300234060252680,04:46:57 PM,2018-11-12,46.4494,-109.63015,14674,48143,6,18
300234060252680,04:45:22 PM,2018-11-12,46.4756,-109.6373167,14218,46647,4,12
300234060252680,04:45:11 PM,2018-11-12,46.4785833,-109.6381333,14170,46490,6,18
300234060252680,04:43:50 PM,2018-11-12,46.50315,-109.64545,13774,45190,6,19
300234060252680,04:43:38 PM,2018-11-12,46.5067333,-109.64645,13723,45023,2,7
300234060252680,04:43:29 PM,2018-11-12,46.5093167,-109.6470333,13692,44921,4,12
300234060252680,04:43:20 PM,2018-11-12,46.5121333,-109.6477333,13664,44829,4,14
300234060252680,04:43:16 PM,2018-11-12,46.5133333,-109.6479833,13645,44767,4,12
300234060252680,04:43:06 PM,2018-11-12,46.5163667,-109.64865,13602,44626,5,15
300234060252680,04:42:58 PM,2018-11-12,46.5186833,-109.6491167,13568,44514,4,12
300234060252680,04:42:48 PM,2018-11-12,46.5217833,-109.6497333,13532,44396,5,18
300234060252680,04:42:17 PM,2018-11-12,46.5313333,-109.65215,13358,43825,5,15
300234060252680,04:42:06 PM,2018-11-12,46.53475,-109.6530833,13313,43678,4,12
300234060252680,04:41:52 PM,2018-11-12,46.5389833,-109.6539167,13257,43494,3,10
300234060252680,04:41:39 PM,2018-11-12,46.54285,-109.65465,13211,43343,3,9
300234060252680,04:41:29 PM,2018-11-12,46.54565,-109.65515,13165,43192,5,15
300234060252680,04:41:05 PM,2018-11-12,46.5532167,-109.6557,13036,42769,5,17
300234060252680,04:40:45 PM,2018-11-12,46.5607333,-109.6548167,12862,42198,8,27
300234060252680,04:40:32 PM,2018-11-12,46.5655667,-109.6543167,12761,41867,9,28
300234060252680,04:40:18 PM,2018-11-12,46.5710667,-109.6542333,12653,41512,6,20
300234060252680,04:40:07 PM,2018-11-12,46.5759,-109.6544,12586,41293,6,18
300234060252680,04:39:57 PM,2018-11-12,46.5802167,-109.6548833,12544,41155,4,14
300234060252680,04:39:46 PM,2018-11-12,46.5848667,-109.6555167,12500,41011,4,12
300234060252680,04:39:36 PM,2018-11-12,46.5893,-109.6565667,12455,40863,7,22
300234060252680,04:37:56 PM,2018-11-12,46.63325,-109.6623833,11754,38563,9,29
300234060252680,04:37:48 PM,2018-11-12,46.6365833,-109.6624667,11685,38337,7,25
300234060252680,04:37:27 PM,2018-11-12,46.6452333,-109.6625,11547,37884,6,19
300234060252680,04:37:17 PM,2018-11-12,46.6494667,-109.6627167,11492,37703,6,19
300234060252680,04:37:06 PM,2018-11-12,46.6542333,-109.6623333,11410,37434,8,27
300234060252680,04:36:58 PM,2018-11-12,46.6580333,-109.6621333,11354,37251,5,18
300234060252680,04:36:21 PM,2018-11-12,46.67485,-109.66175,11132,36522,8,26
300234060252680,04:36:10 PM,2018-11-12,46.6798167,-109.66205,11051,36257,8,25
300234060252680,04:35:58 PM,2018-11-12,46.6850333,-109.6626,10945,35909,9,29
300234060252680,04:34:42 PM,2018-11-12,46.71665,-109.6663833,10327,33881,7,23
300234060252680,04:34:29 PM,2018-11-12,46.7215833,-109.6670333,10225,33547,9,29
300234060252680,04:34:17 PM,2018-11-12,46.7262167,-109.6673667,10123,33212,7,24
300234060252680,04:34:06 PM,2018-11-12,46.7305667,-109.6676333,10050,32972,8,26
300234060252680,04:33:54 PM,2018-11-12,46.73525,-109.6681833,9960,32678,7,24
300234060252680,04:33:43 PM,2018-11-12,46.7394833,-109.6687167,9874,32395,8,26
300234060252680,04:33:32 PM,2018-11-12,46.7435833,-109.6692667,9786,32105,9,28
300234060252680,04:33:25 PM,2018-11-12,46.7461667,-109.6696,9733,31932,7,23
300234060252680,04:33:15 PM,2018-11-12,46.7498,-109.6699833,9666,31712,6,21
300234060252680,04:33:04 PM,2018-11-12,46.7535667,-109.67065,9576,31418,8,28
300234060252680,04:32:54 PM,2018-11-12,46.757,-109.6711,9504,31180,7,23
300234060252680,04:32:45 PM,2018-11-12,46.7601333,-109.6712667,9431,30941,8,26
300234060252680,04:32:35 PM,2018-11-12,46.7635333,-109.6716167,9352,30683,7,25
300234060252680,04:32:23 PM,2018-11-12,46.7675667,-109.6719,9263,30391,8,25
300234060252680,04:32:12 PM,2018-11-12,46.7712833,-109.6721833,9174,30097,8,26
300234060252680,04:32:03 PM,2018-11-12,46.7741833,-109.67235,9105,29873,8,25
300234060252680,04:31:53 PM,2018-11-12,46.7774333,-109.67255,9028,29620,8,25
300234060252680,04:31:44 PM,2018-11-12,46.7803167,-109.6728167,8957,29387,8,26
300234060252680,04:31:33 PM,2018-11-12,46.7838833,-109.6732167,8868,29095,8,26
300234060252680,04:31:20 PM,2018-11-12,46.7880333,-109.67355,8764,28752,8,26
300234060252680,04:31:11 PM,2018-11-12,46.79085,-109.6739167,8687,28500,8,28
300234060252680,04:31:03 PM,2018-11-12,46.7933333,-109.6742167,8622,28287,7,24
300234060252680,04:30:52 PM,2018-11-12,46.7967333,-109.6746333,8538,28010,6,21
300234060252680,04:30:44 PM,2018-11-12,46.7992,-109.6748,8484,27833,7,24
300234060252680,04:30:35 PM,2018-11-12,46.802,-109.6751833,8414,27604,8,27
300234060252680,04:30:25 PM,2018-11-12,46.8049833,-109.6755833,8335,27346,7,22
300234060252680,04:30:18 PM,2018-11-12,46.8070167,-109.6758167,8289,27196,7,23
300234060252680,04:30:07 PM,2018-11-12,46.8103,-109.6762667,8206,26923,7,23
300234060252680,04:29:57 PM,2018-11-12,46.8132,-109.6766667,8140,26705,7,22
300234060252680,04:29:34 PM,2018-11-12,46.8198333,-109.6779667,7974,26161,8,25
300234060252680,04:29:26 PM,2018-11-12,46.8220667,-109.6784167,7916,25970,7,23
300234060252680,04:29:15 PM,2018-11-12,46.8251,-109.6790333,7838,25716,7,24
300234060252680,04:29:02 PM,2018-11-12,46.82865,-109.6798667,7743,25402,7,23
300234060252680,04:28:51 PM,2018-11-12,46.8316167,-109.6807667,7669,25159,7,22
300234060252680,04:28:43 PM,2018-11-12,46.83375,-109.68155,7613,24976,7,22
300234060252680,04:28:34 PM,2018-11-12,46.83615,-109.6824667,7551,24774,7,24
300234060252680,04:28:23 PM,2018-11-12,46.839,-109.6835833,7471,24511,7,24
300234060252680,04:28:12 PM,2018-11-12,46.8418667,-109.6845833,7392,24251,7,22
300234060252680,04:28:02 PM,2018-11-12,46.84445,-109.6854667,7320,24016,7,24
300234060252680,04:27:51 PM,2018-11-12,46.8472333,-109.6864167,7247,23775,7,22
300234060252680,04:27:41 PM,2018-11-12,46.8497333,-109.6873167,7178,23549,7,22
300234060252680,04:27:35 PM,2018-11-12,46.8511667,-109.6878833,7137,23414,7,23
300234060252680,04:27:25 PM,2018-11-12,46.8536667,-109.6886833,7063,23173,8,25
300234060252680,04:27:17 PM,2018-11-12,46.8556667,-109.6892167,7003,22976,8,25
300234060252680,04:27:08 PM,2018-11-12,46.8578833,-109.6899167,6938,22761,6,19
300234060252680,04:26:49 PM,2018-11-12,46.8627167,-109.69145,6815,22360,7,22
300234060252680,04:26:37 PM,2018-11-12,46.8656167,-109.6923667,6731,22085,7,23
300234060252680,04:26:27 PM,2018-11-12,46.8680667,-109.6931667,6665,21868,7,23
300234060252680,04:26:17 PM,2018-11-12,46.8704667,-109.69395,6593,21630,7,22
300234060252680,04:26:06 PM,2018-11-12,46.8730833,-109.6949167,6523,21399,7,22
300234060252680,04:25:56 PM,2018-11-12,46.8754167,-109.69575,6458,21188,7,24
300234060252680,04:25:35 PM,2018-11-12,46.8802833,-109.6977833,6313,20712,7,23
300234060252680,04:25:18 PM,2018-11-12,46.8841667,-109.69925,6194,20322,7,22
300234060252680,04:25:12 PM,2018-11-12,46.8855667,-109.6996333,6154,20190,6,21
300234060252680,04:25:02 PM,2018-11-12,46.8878333,-109.7003,6094,19992,7,22
300234060252680,04:24:51 PM,2018-11-12,46.8902333,-109.7007833,6015,19734,7,23
300234060252680,04:24:31 PM,2018-11-12,46.8947667,-109.7015167,5883,19301,7,24
300234060252680,04:24:20 PM,2018-11-12,46.8973333,-109.7019667,5809,19057,6,18
300234060252680,04:24:13 PM,2018-11-12,46.8989333,-109.70215,5765,18915,7,23
300234060252680,04:24:02 PM,2018-11-12,46.9014,-109.7026667,5690,18669,7,21
300234060252680,04:23:56 PM,2018-11-12,46.9027167,-109.7029,5652,18545,6,21
300234060252680,04:23:44 PM,2018-11-12,46.9053667,-109.7033667,5573,18283,6,19
300234060252680,04:23:33 PM,2018-11-12,46.9076833,-109.7037167,5500,18046,6,21
300234060252680,04:23:24 PM,2018-11-12,46.90955,-109.7039167,5441,17851,7,24
300234060252680,04:23:15 PM,2018-11-12,46.9114833,-109.7041167,5380,17650,7,22
